record_id,lat,common_name,sci_name,species_abbreviation,count
65007040,-35.483333333333334,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007040,-35.483333333333334,Buller's shearwater,Puffinus bulleri,PUFBUL,2
65007040,-35.483333333333334,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007041,-35.516666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007041,-35.516666666666666,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007041,-35.516666666666666,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007042,-35.55,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007042,-35.55,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007043,-35.583333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007044,-35.61666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007044,-35.61666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007044,-35.61666666666667,Black petrel,Procellaria parkinsoni,PROPAR,2
65007044,-35.61666666666667,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007045,-35.65,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007045,-35.65,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007045,-35.65,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007045,-35.65,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007045,-35.65,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007046,-35.666666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007046,-35.666666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007046,-35.666666666666664,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007046,-35.666666666666664,Buller's shearwater,Puffinus bulleri,PUFBUL,2
65007046,-35.666666666666664,White-bellied storm petrel,Fregetta grallaria,FREGRA,1
65007046,-35.666666666666664,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007047,-35.68333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007047,-35.68333333333333,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007048,-35.71666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007048,-35.71666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007048,-35.71666666666667,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007049,-35.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007049,-35.75,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007049,-35.75,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007050,-35.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007050,-35.75,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007051,-35.78333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007051,-35.78333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007051,-35.78333333333333,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
65007052,-35.78333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007052,-35.78333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007052,-35.78333333333333,Black petrel,Procellaria parkinsoni,PROPAR,8
65007052,-35.78333333333333,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007053,-35.8,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007053,-35.8,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007053,-35.8,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007053,-35.8,Black petrel,Procellaria parkinsoni,PROPAR,6
65007054,-35.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007054,-35.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007054,-35.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007054,-35.81666666666667,Black petrel,Procellaria parkinsoni,PROPAR,5
65007055,-35.833333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007055,-35.833333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007055,-35.833333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007055,-35.833333333333336,Black petrel,Procellaria parkinsoni,PROPAR,5
65007056,-35.85,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007056,-35.85,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007056,-35.85,Black petrel,Procellaria parkinsoni,PROPAR,4
65007056,-35.85,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007057,-35.88333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007057,-35.88333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007057,-35.88333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007057,-35.88333333333333,Black petrel,Procellaria parkinsoni,PROPAR,4
65007057,-35.88333333333333,Australasian gannet,Morus serrator,MORSER,1
65007057,-35.88333333333333,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007058,-35.9,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007058,-35.9,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007058,-35.9,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007058,-35.9,Black petrel,Procellaria parkinsoni,PROPAR,3
65007059,-35.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007059,-35.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007059,-35.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007059,-35.916666666666664,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007059,-35.916666666666664,Black petrel,Procellaria parkinsoni,PROPAR,1
65007060,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007060,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007060,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007060,-36,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007060,-36,Black petrel,Procellaria parkinsoni,PROPAR,2
65007060,-36,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007060,-36,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007061,-36.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007061,-36.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007061,-36.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007061,-36.016666666666666,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007061,-36.016666666666666,Black petrel,Procellaria parkinsoni,PROPAR,4
65007061,-36.016666666666666,Grey noddy,Procelsterna cerulea,PROCER,1
65007061,-36.016666666666666,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007062,-36.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007062,-36.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007062,-36.03333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007062,-36.03333333333333,Black petrel,Procellaria parkinsoni,PROPAR,4
65007063,-36.05,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007063,-36.05,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007063,-36.05,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007063,-36.05,Black petrel,Procellaria parkinsoni,PROPAR,3
65007063,-36.05,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007064,-36.06666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007064,-36.06666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007064,-36.06666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007064,-36.06666666666667,Black petrel,Procellaria parkinsoni,PROPAR,2
65007064,-36.06666666666667,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007065,-36.1,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007065,-36.1,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007065,-36.1,Black petrel,Procellaria parkinsoni,PROPAR,2
65007066,-36.7,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007066,-36.7,Black petrel,Procellaria parkinsoni,PROPAR,1
65007067,-36.71666666666667,Black petrel,Procellaria parkinsoni,PROPAR,1
65007068,-36.733333333333334,Black petrel,Procellaria parkinsoni,PROPAR,2
65007069,-36.766666666666666,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007069,-36.766666666666666,Black petrel,Procellaria parkinsoni,PROPAR,3
65007070,-36.78333333333333,White-headed petrel,Pterodroma lessonii,PTELES,1
65007070,-36.78333333333333,Black petrel,Procellaria parkinsoni,PROPAR,1
65007071,-36.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007071,-36.81666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3
65007071,-36.81666666666667,Black petrel,Procellaria parkinsoni,PROPAR,3
65007071,-36.81666666666667,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007072,-36.86666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007072,-36.86666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007072,-36.86666666666667,Black petrel,Procellaria parkinsoni,PROPAR,2
65007072,-36.86666666666667,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007073,-36.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007073,-36.916666666666664,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007073,-36.916666666666664,Black petrel,Procellaria parkinsoni,PROPAR,1
65007073,-36.916666666666664,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
65007074,-36.88333333333333,[NO BIRDS RECORDED],NA,NA,NA
65007075,-36.88333333333333,[NO BIRDS RECORDED],NA,NA,NA
65007076,-36.88333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007076,-36.88333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007077,-36.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007077,-36.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007077,-36.916666666666664,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007078,-36.96666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007078,-36.96666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007078,-36.96666666666667,Black petrel,Procellaria parkinsoni,PROPAR,1
65007079,-36.983333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007079,-36.983333333333334,Black petrel,Procellaria parkinsoni,PROPAR,2
65007080,-37,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007080,-37,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007080,-37,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007080,-37,Black petrel,Procellaria parkinsoni,PROPAR,2
65007081,-37.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007081,-37.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007081,-37.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007081,-37.016666666666666,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007081,-37.016666666666666,Kermadec petrel INT,Pterodroma neglecta INT,PTENEG INT,1
65007081,-37.016666666666666,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007082,-37.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007082,-37.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007083,-37.05,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007083,-37.05,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007084,-37.06666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007085,-37.083333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007085,-37.083333333333336,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007085,-37.083333333333336,Black petrel,Procellaria parkinsoni,PROPAR,3
65007086,-37.13333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007086,-37.13333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007086,-37.13333333333333,Black petrel,Procellaria parkinsoni,PROPAR,3
65007086,-37.13333333333333,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007087,-37.13333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007087,-37.13333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007087,-37.13333333333333,White-headed petrel,Pterodroma lessonii,PTELES,1
65007087,-37.13333333333333,Black petrel,Procellaria parkinsoni,PROPAR,3
65007088,-37.166666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007088,-37.166666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007088,-37.166666666666664,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007088,-37.166666666666664,Little shearwater,Puffinus assimilis,PUFASS,1
65007088,-37.166666666666664,Australasian gannet,Morus serrator,MORSER,1
65007088,-37.166666666666664,Black-winged petrel,Pterodroma nigripennis,PTENIG,4
65007089,-37.166666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007089,-37.166666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007089,-37.166666666666664,Black petrel,Procellaria parkinsoni,PROPAR,4
65007089,-37.166666666666664,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
65007090,-37.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007090,-37.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007090,-37.75,Gould's petrel,Pterodroma leucoptera,PTELEU,4
65007090,-37.75,Australasian gannet,Morus serrator,MORSER,1
65007091,-37.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007091,-37.75,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007091,-37.75,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007091,-37.75,Gould's petrel,Pterodroma leucoptera,PTELEU,2
65007092,-37.766666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007092,-37.766666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007092,-37.766666666666666,Giant petrel,Macronectes sp.,MACSP,1
65007092,-37.766666666666666,Gould's petrel,Pterodroma leucoptera,PTELEU,2
65007093,-37.78333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007093,-37.78333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007093,-37.78333333333333,Gould's petrel,Pterodroma leucoptera,PTELEU,2
65007094,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007094,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007094,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007094,-37.81666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007094,-37.81666666666667,Gould's petrel,Pterodroma leucoptera,PTELEU,3
65007095,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007095,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007095,-37.81666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007096,-37.833333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007096,-37.833333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007096,-37.833333333333336,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007096,-37.833333333333336,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007097,-37.86666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007097,-37.86666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007097,-37.86666666666667,Gould's petrel,Pterodroma leucoptera,PTELEU,4
65007097,-37.86666666666667,Buller's shearwater,Puffinus bulleri,PUFBUL,1
65007098,-37.88333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007098,-37.88333333333333,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007099,-37.9,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007099,-37.9,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007099,-37.9,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007099,-37.9,Kermadec petrel,Pterodroma neglecta,PTENEG,1
65007100,-37.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007100,-37.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007100,-37.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007100,-37.916666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007100,-37.916666666666664,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007100,-37.916666666666664,Gould's petrel,Pterodroma leucoptera,PTELEU,2
65007100,-37.916666666666664,Black petrel,Procellaria parkinsoni,PROPAR,4
65007100,-37.916666666666664,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007101,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007101,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007101,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007101,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007101,-37.93333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007101,-37.93333333333333,Black petrel,Procellaria parkinsoni,PROPAR,4
65007101,-37.93333333333333,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007102,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007102,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007102,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007102,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007102,-37.93333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007103,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007103,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007103,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007103,-37.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007103,-37.93333333333333,Buller's mollymawk,Thalassarche bulleri,THABUL,1
65007103,-37.93333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,40
65007103,-37.93333333333333,White-headed petrel,Pterodroma lessonii,PTELES,1
65007103,-37.93333333333333,Gould's petrel,Pterodroma leucoptera,PTELEU,30
65007104,-37.983333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007104,-37.983333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007104,-37.983333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007104,-37.983333333333334,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007104,-37.983333333333334,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,12
65007104,-37.983333333333334,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007105,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
65007105,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007105,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007105,-38,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,2
65007106,-38.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007106,-38.016666666666666,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007106,-38.016666666666666,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007106,-38.016666666666666,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
65007107,-38.016666666666666,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007107,-38.016666666666666,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007107,-38.016666666666666,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
65007108,-38.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007108,-38.03333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007108,-38.03333333333333,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007109,-38.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007109,-38.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007109,-38.03333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007109,-38.03333333333333,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007110,-38.05,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007110,-38.05,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007111,-38.13333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007112,-38.15,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007112,-38.15,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007112,-38.15,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007113,-38.21666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007113,-38.21666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007113,-38.21666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007113,-38.21666666666667,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
65007113,-38.21666666666667,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007114,-38.233333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007114,-38.233333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007114,-38.233333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007114,-38.233333333333334,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007114,-38.233333333333334,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007114,-38.233333333333334,Gould's petrel,Pterodroma leucoptera,PTELEU,1
65007114,-38.233333333333334,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
65007114,-38.233333333333334,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007115,-38.3,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007115,-38.3,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007115,-38.3,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
65007115,-38.3,Black petrel,Procellaria parkinsoni,PROPAR,1
65007115,-38.3,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007116,-38.31666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007116,-38.31666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007116,-38.31666666666667,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007117,-38.333333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007117,-38.333333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
65007117,-38.333333333333336,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
65007117,-38.333333333333336,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
65007118,-38.86666666666667,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,3
65007118,-38.86666666666667,Pomarine skua,Stercorarius pomarinus,STEPOM,1
65007119,-38.916666666666664,[NO BIRDS RECORDED],NA,NA,NA
65007120,-38.93333333333333,[NO BIRDS RECORDED],NA,NA,NA
65007121,-38.96666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007121,-38.96666666666667,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,58
65007122,-39,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007122,-39,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,12
65007123,-39,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
65007123,-39,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,50
65007123,-39,Australasian gannet,Morus serrator,MORSER,1
65007124,-39.016666666666666,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,6
65007125,-39.03333333333333,[NO BIRDS RECORDED],NA,NA,NA
65007126,-39.06666666666667,Black-faced cormorant,Phalacrocorax fuscescens,PHAFUS,1
65007127,-39.15,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
65007127,-39.15,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,100
65007127,-39.15,Australasian gannet,Morus serrator,MORSER,1
65007127,-39.15,Pacific gull,Larus pacificus,LARPAC,1
65007127,-39.15,Crested tern,Sterna bergii,STEBER,2
65007128,-39.15,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,4
65007128,-39.15,Crested tern,Sterna bergii,STEBER,7
65007129,-39.166666666666664,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
65007129,-39.166666666666664,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
65007129,-39.166666666666664,Australasian gannet,Morus serrator,MORSER,3
65007129,-39.166666666666664,Crested tern,Sterna bergii,STEBER,4
65007130,-39.2,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
65007130,-39.2,Crested tern,Sterna bergii,STEBER,3
65007131,-39.13333333333333,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,5000
